id,entext
529814, "Kaspar Kain-known as 'Khan'-is ready to let me into the Polyhedron. I wonder why they all keep calling it 'the tower of mirrors'; 'the crystal tower'; 'the tower of glass'? Isn't it made of paper?"
529815, "...I have reached the pinnacle. Now, I will have to descend once more to the very bottom."
529816, "What is going on? Who is doing this? Is this the Powers That Be, whom Aglaya Lilich hates so much? What does this say of her; being so loathsome towards them?"
529817, "The story repeats itself. Aglaya has expelled me; branded me a villain and demanded I should vanish from the face of the earth. However powerful this new enemy, it's a trifle against everything else I have to bear. Since we're no longer friends with her, should I go to the Commander? He would be in the Town Hall."
529818, "*** My work for today is done. I am still not completely alone. A single tiny hook is left in the town, holding me steady. I am not speaking of a sister anymore, but of the immortal man. Simon Kain is the last person I should see here."
529819, "The Bachelor could be in this house. At least that's where Capella pointed me."
529820, "So what is it then?"
529821, "Nice to hear that."
529822, "What did you see?"
529823, "This is exactly what we were looking for. It's still alive. The bacteria are in there."
529824, "Okay, I'll be waiting."
529825, "Barley"
529826, ""
529827, ""
529830, "'N who would this lil' creature here be? Wanna get a bob-or a ponytail? Want me to saw you up in half with my razor too-or shall I just squash you with my nail? Huh?"
529831, "Do you hear that noise from the corner behind you? Guess who's hiding there!"
529832, "Ow! Don't do that..."
529833, "LIGHT AMMO. 41 caliber rimfire round. Used in the pocket pistol."
529834, "DOUBLE BARRELLED PISTOL. An old derringer-type pocket pistol. Has minimal recoil and weak penetrative power. The handle is fashioned for a very small palm, too small even for some women. A last resort weapon."
529835, "Barkeep"
529836, ""
529837, "Stakh Rubin, your childhood friend and the most faithful student of your father, has sworn to kill you as he learned that you murdered your father (his master) over an inheritance dispute./n/nBeware of this man. He is blinded by fury, despair, desire of vengeance, and self-righteousness. He is very dangerous./n/nAlways at your service,/nBenefactors"
529838, "On Stakh Rubin"
529839, "Bachelor Dankovsky has managed to uncover the truth. Simon Kain fell victim to some unknown disease. Since the connection between the killings is evident, it is clear that your reverred father, Isidor Burakh, had died of the same cause./n/nYour name will be cleared, if gradually. However, we'd like to warn you that people with a certain bias are likely to deliberately ignore the facts. Then, there are the simpletons who will disregard the facts out of stupidity./n/nTake care. Each one of the families in power will play their own game and pursue their own purpose./n/nAlways at your service,/nBenefactors"
529840, "The Misunderstanding has been Partially Solved"
529841, "The Olgimskys are covering for you. They need you, for some reason, so they would never tell me where you are hiding. But I need neither formulas nor money. You are not going to escape./n/nRubin"
529842, "Rubin's Threat"
529843, "So it seems that  the only way to fulfil the duty of the son is to help the mysterious patient recover. Although the sick body itself is not yet known, the disease is manifest. You should immediately proceed to research the panacea./n/nHave no doubt, the Powers That Be would be willing to facilitate the project, regardless of whether you will do it alone, or with help. No price is too high as long as there is a chance to compound the cure. With the vaccine in your hands you will soon become a man able to relieve the suffering of the townsfolk... or ignore it./n/nA lucrative opportunity, is it not?/n/nAlways at your service,/nBenefactors"
529844, "Panacea"
529845, "My life has come to an end. It may run me down any moment now./n/nWhatever the cost may be, I took it upon myself to protect the following people:/n/nThe daughter of the Olgimsky family-she will inherit the earth./nKaspar Kain-most definitely (angry)./nThe girl from the van (she knows when?)./nThe freckled snooping boy (backdoor)./nThe Chieftain of the Soul-and-a-Halves (Artist the c.?)./nThe daughter of the cemetery caretaker./n/nWho else?/n/n[V], whose brand is in the box. This one is the most important of them all./n/nSuch is my pledge./n/nI have to write another letter to my son. Could it be that neither one of the three letters I wrote before has reached him?/nI need to talk to Simon. He knows. The Copious Taglur does not consist solely of the Bound."
529846, "Isidor's Diaries. An Extract About the Final Duty [p. 133]"
529847, "I came upon difficulties of a very peculiar sort. They keep obstructing my work with their constant references to local superstitions. I don't think I'll manage without your assistance. Please come see me, if you can, I will be working in the premises where I stay./n/nD. D."
529848, "Another Invitation from the Bachelor"
529849, "They try to convince me that you are not guilty. I'd like to believe this, but I cannot. Your advocates reek of self-interest and deception. Not the kind of peacemakers I'd trust./nThe harder they try to acquit you, the more suspicious I get. Where are you hiding?"
529850, "Rubin Keeps Threatening"
529851, "Crude Sprawl, houses: 2,3,5,7-11,13/nAs of 16-00: 118 sick, three deceased./nAs of 19-00: 281 sick, 99 (!) deceased./nHouses 1,6-everyone died, everyone except the Korov., Ubhon., children unkn.-quarantine./nHouses 12, 14-boarded up./n/nThe disease is rapidly spreading. The mortality rate is nearly one hundred percent. Only a miracle will save us. Should be localised with whatever harsh measures required. 'The Black Quarantine.'/n/nSkinners district, houses 2,7 (adjacent to Crude Sprawl), uncharacteristic indications, boarded up./nCrude Sprawl, as of 2-30: 51 sick, 217 deceased, no one uninfected./n/nDid not contract after taking 'petrel formula': myself, Uprin, Rubin./nContracted after taking 'quick brew': Obodn., Nurkh., Bodea/nCured with 'dead gruel': Nurkh./n/nThese signs indicate her proximity... Suok. The time will come when the starving Ancient Mother will devour her offspring. The depth of her gullet cannot be measured, the searing heat of her cavities cannot be quenched. The soil, the mud. The dense darkness. The horror."
